Student Name,Student ID,Attendance Percentage,Previous Exam Score,Previous Semester Score,Assignment Score,Internal Assessment Score,Study Hours per Day,Class Participation Percentage,Sleep Hours per Day,Final Performance Score,Performance Category
Diya Malhotra,ST1259,78.8,77.7,84.3,64.9,73.3,1.3,68.3,6.7,76.7,Good
Aryan Bansal,ST1260,65.7,41.8,44.2,46.6,51.1,4.0,54.3,5.5,60.2,Average
Priya Verma,ST1261,77.2,62.7,71.0,76.2,83.5,3.5,53.9,6.0,79.0,Good
Amit Gupta,ST1262,76.6,67.8,58.2,74.0,67.2,4.7,47.4,9.5,80.5,Good
Tanya Sinha,ST1263,48.6,72.2,65.5,73.5,71.3,1.2,38.6,7.2,65.2,Average
Arjun Saxena,ST1264,79.0,61.2,77.0,75.1,57.8,7.8,65.9,8.5,88.7,Excellent
Aarav Pandey,ST1265,54.9,80.7,84.3,66.5,36.2,1.7,45.1,7.2,69.4,Average
Kavya Mehta,ST1266,78.3,38.8,60.4,71.1,59.0,3.2,87.1,8.0,75.7,Good
Pooja Shah,ST1267,81.0,61.3,77.9,67.0,54.8,6.0,86.5,6.7,85.9,Excellent
Aman Kumar,ST1268,77.4,80.5,89.7,80.2,70.7,4.5,96.3,7.1,94.4,Excellent
Ananya Sinha,ST1269,74.3,54.4,63.4,61.8,76.6,4.2,59.2,7.9,79.9,Good
Varun Agarwal,ST1270,85.0,72.9,71.0,54.9,55.2,5.6,62.8,6.5,81.5,Good
Pranav Sinha,ST1271,70.4,61.9,83.3,62.8,73.1,1.9,70.9,6.2,73.6,Good
Varun Singh,ST1272,76.0,36.2,59.6,65.3,82.1,2.7,69.1,6.5,63.9,Average
Diya Bansal,ST1273,50.7,48.6,67.1,46.4,57.5,4.9,72.5,6.2,68.7,Average
Rahul Pandey,ST1274,85.5,73.8,47.1,66.0,66.5,5.4,53.1,7.0,84.6,Good
Rahul Malhotra,ST1275,76.1,48.0,66.5,79.0,82.5,3.2,66.7,5.3,71.2,Good
Varun Sharma,ST1276,64.1,62.1,59.3,74.4,53.5,6.5,64.1,7.1,75.2,Good
Akash Shah,ST1277,81.8,63.7,56.9,63.4,68.9,5.0,37.2,8.3,84.6,Good
Rahul Rana,ST1278,98.2,73.0,66.0,71.8,83.5,6.8,63.9,6.3,97.8,Excellent
Pooja Sharma,ST1279,77.6,61.8,46.3,61.9,67.6,5.5,72.2,6.3,72.6,Good
Tanya Patel,ST1280,91.1,72.8,63.1,66.4,65.5,2.1,66.2,9.3,93.0,Excellent
Sakshi Shah,ST1281,62.7,54.2,83.2,81.8,62.2,4.5,66.3,8.5,83.0,Good
Mohit Saxena,ST1282,85.2,70.9,57.2,88.4,62.1,5.0,86.3,7.4,89.9,Excellent
Mohit Mishra,ST1283,79.4,59.7,81.6,59.8,80.7,4.8,74.1,6.3,80.8,Good
Sneha Kumar,ST1284,66.2,64.5,73.7,61.1,59.3,4.6,60.2,7.6,78.5,Good
Shivam Sinha,ST1285,48.5,60.3,80.6,45.0,69.0,0.5,53.4,6.5,65.7,Average
Meera Bansal,ST1286,68.3,51.0,62.8,58.8,69.3,3.1,50.1,5.9,64.1,Average
Ishaan Kapoor,ST1287,93.1,84.9,88.8,74.8,68.6,5.3,70.2,7.4,100.0,Excellent
Sachin Sharma,ST1288,94.8,67.3,79.9,80.2,84.6,1.9,74.6,6.9,84.6,Good
Akash Saxena,ST1289,92.1,72.8,74.8,81.8,96.4,6.1,62.1,4.8,87.6,Excellent
Nikhil Mishra,ST1290,76.2,72.9,85.3,82.3,69.2,3.5,73.7,7.8,80.6,Good
Deepak Agarwal,ST1291,85.0,59.6,77.5,53.7,78.1,3.6,59.9,8.6,84.4,Good
Sakshi Saxena,ST1292,81.3,48.1,61.2,64.1,66.1,3.3,63.3,7.9,75.7,Good
Arjun Patel,ST1293,62.9,47.5,68.2,45.9,65.8,0.5,74.4,7.0,60.0,Average
Deepak Malhotra,ST1294,64.4,38.6,82.8,75.8,47.4,0.5,58.0,5.4,62.9,Average
Rahul Kumar,ST1295,78.7,62.1,82.3,77.7,100.0,7.0,83.8,6.9,95.9,Excellent
Pranav Malhotra,ST1296,83.4,50.9,62.1,53.3,55.4,2.8,64.9,6.6,68.3,Average
Rahul Gupta,ST1297,71.9,85.6,78.7,74.6,87.1,5.2,70.3,6.1,89.7,Excellent
Shreya Rana,ST1298,77.9,65.1,66.1,70.2,65.1,4.4,74.2,5.1,77.1,Good
Aryan Sharma,ST1299,62.9,42.4,71.1,70.5,65.3,0.6,64.8,9.4,69.0,Average
Meera Shah,ST1300,54.1,46.3,54.7,71.9,45.0,2.4,54.3,6.2,56.8,Average
Rahul Saxena,ST1301,52.2,65.0,61.8,65.3,48.7,3.5,65.2,5.4,67.7,Average
Riya Shah,ST1302,87.2,78.5,81.5,79.8,87.9,9.3,89.0,8.2,94.3,Excellent
Shivam Patel,ST1303,52.8,35.3,58.9,66.4,51.3,1.5,58.9,7.4,67.0,Average
Khushi Sinha,ST1304,96.7,100.0,87.4,95.0,89.4,8.6,100.0,6.4,100.0,Excellent
Amit Kapoor,ST1305,82.5,52.2,44.7,63.5,63.4,3.4,48.8,7.5,66.1,Average
Pooja Verma,ST1306,84.3,61.9,80.5,84.0,62.1,3.5,92.7,7.6,78.8,Good
Avni Bansal,ST1307,91.5,65.0,85.1,63.2,78.3,3.2,47.0,7.4,87.9,Excellent
Amit Sharma,ST1308,63.0,59.9,60.3,66.9,65.3,5.6,72.1,5.4,73.9,Good
Aarav Bansal,ST1309,50.8,31.5,41.3,40.3,60.4,4.2,54.8,5.5,56.6,Average
Sakshi Kapoor,ST1310,64.8,64.7,85.0,81.6,72.1,3.5,55.3,6.5,78.8,Good
Ayush Rana,ST1311,62.8,60.8,53.6,55.2,59.9,3.6,66.4,6.7,63.3,Average
Diya Sharma,ST1312,82.7,40.6,56.3,67.4,35.8,0.6,26.1,7.2,62.7,Average
Sanya Joshi,ST1313,61.2,43.9,61.1,65.2,81.1,4.4,88.9,7.3,77.9,Good
Shivam Sharma,ST1314,74.2,60.5,59.5,67.0,63.1,2.9,87.5,7.0,75.3,Good
Mohit Saxena,ST1315,85.5,93.5,100.0,85.7,83.5,8.3,86.3,5.9,93.0,Excellent
Ananya Rana,ST1316,83.0,71.5,80.3,73.6,78.7,6.6,67.7,7.2,92.9,Excellent
Amit Gupta,ST1317,80.7,80.7,88.8,89.6,92.0,5.6,81.4,7.6,98.7,Excellent
Tanya Singh,ST1318,76.1,81.0,43.9,75.4,61.6,2.6,71.5,6.5,74.4,Good
Nikhil Gupta,ST1319,76.0,59.5,76.5,87.3,75.6,4.6,65.8,5.7,85.8,Excellent
Sneha Agarwal,ST1320,58.6,25.0,27.7,53.1,53.1,0.8,20.0,7.7,54.0,Average
Avni Sinha,ST1321,73.8,61.6,74.8,56.6,54.3,3.7,69.2,6.7,76.2,Good
Kavya Chauhan,ST1322,58.6,72.6,70.2,58.2,76.7,4.0,79.9,8.0,73.3,Good
Aryan Chauhan,ST1323,86.4,72.9,71.8,81.6,68.8,7.0,76.0,5.8,83.3,Good
Aarav Sinha,ST1324,56.5,37.3,74.2,60.6,78.9,3.7,75.6,6.0,67.2,Average
Diya Kumar,ST1325,58.8,58.6,71.6,76.1,85.1,5.1,88.1,6.4,80.3,Good
Aarav Rana,ST1326,45.0,42.4,51.6,46.8,37.4,5.1,32.9,7.5,63.3,Average
Vikram Verma,ST1327,69.4,71.9,85.7,84.2,77.3,3.4,91.7,6.8,87.2,Excellent
Rahul Malhotra,ST1328,92.4,57.7,60.6,78.9,86.0,5.5,71.9,6.9,85.3,Excellent
Varun Verma,ST1329,86.8,96.1,81.3,81.8,94.0,6.7,97.6,6.3,100.0,Excellent
Akash Bansal,ST1330,89.9,80.4,79.8,91.9,85.0,5.0,70.7,8.0,91.5,Excellent
Deepak Sharma,ST1331,68.6,60.0,56.0,76.2,63.5,4.4,90.9,7.6,81.6,Good
Amit Rana,ST1332,88.9,89.0,64.6,84.9,76.1,4.4,89.0,5.5,89.6,Excellent
Nikhil Kapoor,ST1333,55.7,56.4,31.1,42.6,28.4,2.0,38.6,8.3,57.2,Average
Sneha Chauhan,ST1334,76.1,46.7,59.7,55.0,59.9,0.7,47.4,8.1,69.0,Average
Aditya Mishra,ST1335,63.2,61.2,25.0,60.8,58.0,6.6,61.3,7.9,72.2,Good
Varun Patel,ST1336,71.3,86.4,55.4,56.2,66.1,7.4,57.8,6.2,73.4,Good
Sanya Patel,ST1337,50.3,43.6,25.0,47.3,46.5,1.1,46.9,6.5,46.9,At Risk
Sanya Bansal,ST1338,73.3,73.9,94.3,89.1,89.0,8.0,91.7,6.6,100.0,Excellent
Rohan Kapoor,ST1339,71.7,64.4,73.3,76.6,64.3,3.7,77.5,7.3,77.6,Good
Priya Sinha,ST1340,74.7,84.2,73.6,69.8,75.3,4.9,78.3,8.2,85.8,Excellent
Sanya Pandey,ST1341,82.5,56.7,70.7,98.4,78.9,3.6,71.6,7.8,85.3,Excellent
Tanya Sharma,ST1342,88.4,81.1,87.6,92.8,75.2,7.5,99.0,6.8,100.0,Excellent
Nisha Kapoor,ST1343,68.4,38.1,34.7,53.0,55.0,1.1,62.9,7.3,60.3,Average
Rohan Agarwal,ST1344,76.8,59.5,80.9,81.3,63.2,6.0,56.7,6.9,91.4,Excellent
Kavya Gupta,ST1345,81.4,82.6,81.7,75.1,96.1,5.9,100.0,6.5,97.5,Excellent
Riya Kumar,ST1346,74.5,62.6,75.0,71.4,68.5,4.3,81.6,7.8,84.5,Good
Avni Rana,ST1347,72.0,59.7,64.3,58.2,57.2,0.7,46.3,6.1,63.2,Average
Avni Rana,ST1348,53.0,69.7,65.1,53.7,42.9,3.8,38.2,7.2,60.1,Average
Meera Gupta,ST1349,64.6,45.9,65.4,71.3,69.9,2.0,77.7,8.4,73.7,Good
Sanya Patel,ST1350,61.5,56.4,60.7,63.5,60.3,3.7,61.8,6.0,69.4,Average
Aditya Shah,ST1351,77.2,62.4,64.5,69.2,67.9,7.6,60.7,8.6,90.0,Excellent
Ayush Sinha,ST1352,94.8,86.8,89.9,83.3,85.2,4.1,89.9,6.0,95.9,Excellent
Nikhil Saxena,ST1353,69.9,57.1,61.9,56.5,67.1,3.5,75.1,6.7,74.2,Good
Sachin Mishra,ST1354,47.8,47.9,56.3,79.9,70.4,2.8,37.8,8.3,72.7,Good
Karan Malhotra,ST1355,64.7,87.0,78.6,76.4,78.4,3.3,75.0,8.7,85.8,Excellent
Aman Malhotra,ST1356,71.1,83.4,67.7,66.0,79.1,2.9,66.6,7.6,85.1,Excellent
Aman Singh,ST1357,57.2,53.7,63.1,46.3,44.9,5.3,70.0,7.3,75.7,Good
Sakshi Singh,ST1358,74.4,70.8,48.2,82.1,61.3,7.4,77.2,8.5,84.4,Good
Priya Bansal,ST1359,69.8,65.2,66.2,77.4,70.9,2.6,76.6,5.9,73.5,Good
Manish Gupta,ST1360,98.5,88.3,71.5,78.8,86.3,6.4,74.4,5.1,90.3,Excellent
Khushi Agarwal,ST1361,45.0,25.5,50.2,49.7,61.5,1.7,64.4,5.5,46.9,At Risk
Neha Patel,ST1362,87.5,77.7,84.4,93.8,66.9,4.6,74.0,6.2,97.5,Excellent
Aarav Gupta,ST1363,81.5,57.4,51.5,65.8,54.8,0.9,65.5,6.8,81.6,Good
Deepak Chauhan,ST1364,70.2,52.2,55.0,54.0,52.9,6.7,61.6,7.2,75.4,Good
Sanya Rana,ST1365,69.0,60.0,51.6,57.8,34.4,4.7,53.3,8.0,68.3,Average
Ishaan Shah,ST1366,100.0,90.4,79.7,90.8,93.8,5.9,95.0,7.8,100.0,Excellent
Priya Joshi,ST1367,68.0,59.0,66.7,67.0,65.3,4.8,81.8,7.9,82.5,Good
Pranav Kapoor,ST1368,74.5,61.7,70.6,47.9,70.1,5.0,74.9,6.0,74.0,Good
Neha Kapoor,ST1369,45.0,41.6,68.5,56.9,42.0,3.9,35.1,7.5,57.9,Average
Rohan Mishra,ST1370,98.1,100.0,100.0,100.0,100.0,7.3,88.8,6.0,100.0,Excellent
Kavya Kumar,ST1371,76.9,67.4,78.4,70.0,63.8,5.3,65.2,7.6,85.7,Excellent
Aarav Malhotra,ST1372,82.9,39.6,59.6,81.7,58.9,3.0,84.2,7.3,79.7,Good
Shivam Pandey,ST1373,69.4,86.0,68.4,75.1,61.7,5.1,72.2,7.9,88.6,Excellent
Isha Kapoor,ST1374,73.1,78.2,83.5,80.8,73.8,9.2,89.7,8.9,94.9,Excellent
Neha Chauhan,ST1375,71.1,71.4,77.7,67.0,73.4,4.9,86.8,7.0,81.2,Good
Pranav Chauhan,ST1376,94.7,82.7,59.0,74.2,83.8,4.2,67.8,6.0,81.8,Good
Nisha Verma,ST1377,74.9,66.7,65.0,73.3,77.6,4.5,87.7,5.4,81.6,Good
Pranav Chauhan,ST1378,73.6,86.9,74.5,74.3,68.3,5.7,66.4,6.0,85.1,Excellent
Anjali Singh,ST1379,58.7,56.1,49.0,62.3,36.7,1.7,71.2,8.5,62.3,Average
Nikhil Chauhan,ST1380,88.4,46.2,65.7,63.4,59.4,3.4,65.0,7.7,73.8,Good
Khushi Patel,ST1381,55.0,48.7,54.5,52.7,60.5,2.5,69.7,7.5,68.3,Average
Shivam Sinha,ST1382,87.2,91.8,87.7,69.4,54.0,2.3,62.7,7.7,83.7,Good
Isha Gupta,ST1383,78.9,45.2,69.0,59.9,60.7,2.7,54.7,8.0,68.8,Average
Rahul Agarwal,ST1384,45.0,33.7,54.0,54.5,46.1,0.5,29.9,6.0,43.1,At Risk
Varun Rana,ST1385,61.3,45.7,44.9,61.2,70.5,2.6,71.0,8.3,64.2,Average
Varun Yadav,ST1386,86.0,76.7,80.7,69.3,79.6,3.1,72.8,7.6,91.1,Excellent
Pooja Rana,ST1387,66.7,65.5,72.7,76.5,50.9,5.3,89.7,5.5,75.7,Good
Diya Pandey,ST1388,67.0,28.5,50.4,73.0,65.9,1.7,48.1,7.7,71.4,Good
Pooja Kumar,ST1389,51.1,46.6,46.8,43.1,25.0,1.7,63.6,6.1,55.2,Average
Avni Singh,ST1390,71.7,63.2,68.5,84.0,75.0,0.9,69.8,8.0,73.0,Good
Khushi Kapoor,ST1391,64.1,56.2,55.7,70.8,68.1,5.5,59.9,7.1,72.9,Good
Shreya Kapoor,ST1392,78.1,52.4,46.4,59.6,81.8,2.3,61.4,6.3,60.1,Average
Neha Verma,ST1393,75.2,66.8,53.9,65.6,68.4,3.5,55.9,7.6,73.4,Good
Arjun Malhotra,ST1394,80.2,82.1,63.1,76.4,66.5,6.4,77.7,7.6,97.9,Excellent
Manish Agarwal,ST1395,100.0,68.9,57.5,62.7,68.1,6.9,80.7,6.2,94.4,Excellent
Sneha Patel,ST1396,92.1,48.4,57.6,70.5,84.4,2.8,50.9,8.0,84.8,Good
Pranav Verma,ST1397,54.0,57.5,74.6,71.8,81.1,5.0,34.0,6.7,78.0,Good
Ananya Gupta,ST1398,71.3,73.6,72.2,63.5,63.8,2.6,64.5,8.2,77.2,Good
Sameer Patel,ST1399,93.4,56.0,53.2,53.6,64.2,4.5,77.9,7.0,77.9,Good
Ananya Saxena,ST1400,53.4,27.2,40.4,57.0,61.9,1.0,51.0,8.6,59.3,Average
Aman Mishra,ST1401,100.0,87.6,92.4,99.7,88.8,4.2,65.5,6.2,96.6,Excellent
Rohan Joshi,ST1402,80.2,92.3,89.9,71.7,77.0,5.7,57.6,6.0,87.0,Excellent
Akash Sinha,ST1403,92.8,91.1,91.6,81.7,84.3,5.9,100.0,6.1,98.9,Excellent
Sachin Malhotra,ST1404,100.0,77.0,100.0,88.7,87.0,10.0,75.5,6.5,100.0,Excellent
Sneha Kumar,ST1405,62.4,46.2,45.2,73.5,63.4,1.9,63.0,7.2,68.0,Average
Nisha Patel,ST1406,76.1,62.3,65.2,52.1,60.3,2.0,70.8,7.6,68.4,Average
Aditya Pandey,ST1407,100.0,88.7,82.4,99.5,94.1,6.2,100.0,5.7,100.0,Excellent
Rahul Mishra,ST1408,81.4,70.9,62.9,65.4,73.6,4.4,60.0,6.4,74.7,Good
Aman Kapoor,ST1409,78.7,58.2,70.2,68.7,71.7,5.0,82.2,8.3,83.6,Good
Ananya Rana,ST1410,74.9,45.5,31.9,47.2,53.6,3.0,66.5,7.6,65.1,Average
Rohan Patel,ST1411,84.4,64.4,74.7,69.1,66.6,6.2,53.8,7.5,84.3,Good
Aditya Kapoor,ST1412,87.7,96.9,97.8,78.6,87.5,4.2,92.8,6.8,100.0,Excellent
Ayush Malhotra,ST1413,100.0,81.6,92.6,76.7,76.1,7.8,83.0,7.0,100.0,Excellent
Pranav Sinha,ST1414,74.7,54.9,83.0,42.3,67.8,2.2,47.9,6.9,68.7,Average
Amit Patel,ST1415,69.1,51.0,66.4,50.8,64.1,4.7,66.4,5.2,67.8,Average
Pranav Kumar,ST1416,45.5,50.7,52.8,62.9,57.4,6.0,40.4,7.9,66.0,Average
Manish Pandey,ST1417,54.1,51.1,40.8,73.7,47.6,2.0,62.4,7.5,58.9,Average
Sameer Pandey,ST1418,71.2,30.6,48.0,81.9,52.0,0.6,71.2,6.8,70.9,Good
Deepak Kapoor,ST1419,89.8,65.7,71.6,77.6,70.1,2.6,64.5,7.3,78.2,Good
Aarav Chauhan,ST1420,90.9,88.6,71.6,79.0,93.4,5.9,85.0,6.4,100.0,Excellent
Tanya Gupta,ST1421,62.6,65.9,68.9,55.3,75.7,7.1,89.3,8.2,86.9,Excellent
Ayush Kumar,ST1422,78.9,93.0,83.5,87.2,87.3,4.4,99.5,7.7,95.1,Excellent
Diya Mishra,ST1423,71.1,81.9,85.2,66.6,62.7,5.1,73.5,5.8,84.4,Good
Akash Sharma,ST1424,54.6,43.8,69.0,57.8,72.8,5.4,69.7,5.7,72.7,Good
Ananya Bansal,ST1425,85.6,69.8,52.5,71.1,45.7,4.6,23.5,7.3,65.9,Average
Avni Gupta,ST1426,86.3,64.1,60.4,66.2,69.7,2.7,47.3,7.4,75.3,Good
Nikhil Agarwal,ST1427,47.7,53.7,52.1,46.2,46.7,1.9,60.2,7.9,60.4,Average
Aditya Shah,ST1428,75.2,69.8,65.6,54.9,52.3,6.1,62.3,6.7,77.0,Good
Vikram Verma,ST1429,45.0,25.0,27.9,45.8,32.3,3.4,30.7,6.5,37.2,At Risk
Meera Sharma,ST1430,80.8,84.7,81.2,78.3,60.1,8.2,64.0,7.1,91.8,Excellent
Sneha Joshi,ST1431,90.5,66.6,66.1,84.2,79.9,6.9,55.8,7.4,97.4,Excellent
Kavya Joshi,ST1432,89.4,75.0,60.7,51.8,68.5,4.0,43.7,8.4,82.5,Good
Ayush Kapoor,ST1433,92.8,84.7,93.4,80.6,70.3,9.0,76.3,7.3,97.2,Excellent
Nisha Patel,ST1434,75.2,88.9,58.5,80.0,77.0,3.5,76.0,6.3,86.9,Excellent
Shivam Rana,ST1435,100.0,80.2,85.6,80.9,87.2,3.8,90.5,7.4,90.3,Excellent
Amit Yadav,ST1436,87.0,67.4,77.7,61.2,80.7,5.5,65.5,6.7,87.1,Excellent
Ishaan Mishra,ST1437,71.1,45.8,62.5,54.9,57.8,6.0,41.8,5.9,71.6,Good
Aryan Verma,ST1438,71.6,50.1,65.8,68.2,76.7,5.3,60.7,5.2,73.6,Good
Deepak Singh,ST1439,55.3,25.0,25.0,45.3,36.8,1.4,24.9,9.5,53.9,Average
Shivam Sharma,ST1440,68.6,32.9,49.1,64.6,41.4,3.8,48.0,6.6,65.2,Average
Vikram Malhotra,ST1441,66.3,64.7,65.4,78.1,52.5,4.9,65.0,6.9,73.5,Good
Ayush Joshi,ST1442,73.5,94.0,72.5,71.3,78.9,5.5,64.1,7.2,87.6,Excellent
Sneha Chauhan,ST1443,58.5,77.8,63.1,74.2,52.4,3.0,74.4,7.3,71.2,Good
Rohan Singh,ST1444,54.1,39.4,62.3,57.7,65.9,1.6,40.5,4.9,54.9,Average
Mohit Gupta,ST1445,54.4,37.5,49.4,56.1,33.6,2.2,38.1,7.2,58.0,Average
Amit Sinha,ST1446,65.9,70.8,52.6,63.6,71.0,3.5,71.0,8.9,77.9,Good
Ishaan Kumar,ST1447,88.9,95.1,85.0,90.8,87.1,7.0,99.7,6.5,100.0,Excellent
Pooja Shah,ST1448,71.5,70.0,86.6,77.3,84.3,6.6,77.5,8.4,86.4,Excellent
Pooja Bansal,ST1449,87.0,74.4,76.5,84.2,84.3,5.3,71.6,7.0,92.2,Excellent
Vikram Malhotra,ST1450,78.4,66.3,55.2,61.9,59.1,3.0,64.2,6.9,76.8,Good
Varun Malhotra,ST1451,59.2,32.7,53.2,25.9,55.8,2.8,58.6,7.4,58.8,Average
Ishaan Sinha,ST1452,62.1,54.4,64.7,64.4,65.6,7.4,58.6,6.8,72.2,Good
Tanya Sharma,ST1453,65.6,67.5,56.8,51.4,66.3,2.5,66.4,7.3,66.3,Average
Nikhil Kapoor,ST1454,53.1,39.6,38.1,46.6,25.3,3.8,51.0,6.6,58.2,Average
Sameer Rana,ST1455,75.6,60.6,38.9,39.4,67.9,2.7,55.0,5.9,62.1,Average
Sameer Kapoor,ST1456,78.5,57.7,57.0,80.0,58.3,3.6,65.8,7.7,73.1,Good
Aditya Chauhan,ST1457,70.5,41.9,56.8,61.9,77.7,0.6,53.0,7.6,64.1,Average
Vikram Malhotra,ST1458,62.2,38.4,37.9,48.0,36.5,4.9,24.4,8.7,59.3,Average
Varun Sinha,ST1459,81.8,51.3,88.1,85.4,67.7,5.3,64.5,6.9,90.0,Excellent
Ananya Patel,ST1460,79.1,72.3,68.7,75.2,76.0,5.7,93.5,5.4,77.9,Good
Akash Mehta,ST1461,85.0,84.7,75.3,78.1,85.0,3.0,54.1,7.6,89.1,Excellent
Arjun Agarwal,ST1462,60.1,43.3,50.2,63.6,58.9,2.0,73.3,7.4,71.3,Good
Isha Kapoor,ST1463,83.4,65.0,62.5,73.4,71.5,6.2,84.6,6.4,89.4,Excellent
Riya Sharma,ST1464,92.2,78.1,84.4,72.6,74.7,6.2,86.8,7.5,100.0,Excellent
Rohan Mehta,ST1465,83.3,67.7,73.7,81.0,64.4,5.6,51.0,7.4,82.8,Good
Priya Kumar,ST1466,69.8,59.4,58.5,63.9,45.5,7.3,60.7,5.5,78.8,Good
Riya Patel,ST1467,95.4,84.7,71.1,55.5,90.4,5.5,60.8,6.5,89.1,Excellent
Sameer Gupta,ST1468,57.5,72.8,52.4,68.6,49.9,2.9,74.4,8.3,70.3,Good
Priya Sharma,ST1469,73.5,63.4,44.7,62.9,55.2,2.3,50.1,6.3,56.2,Average
Aman Verma,ST1470,81.5,75.2,74.1,91.4,83.1,4.1,72.9,6.9,86.0,Excellent
Avni Gupta,ST1471,73.6,53.0,67.5,71.2,66.4,3.6,69.3,7.4,81.1,Good
Avni Sharma,ST1472,79.7,99.1,79.8,70.2,76.5,5.4,74.7,5.8,82.7,Good
Tanya Shah,ST1473,79.7,56.5,63.7,49.9,61.2,4.1,74.2,7.0,84.5,Good
Sachin Kapoor,ST1474,77.5,63.7,70.7,78.3,57.8,5.0,60.4,6.9,81.9,Good
Shreya Shah,ST1475,76.8,64.5,67.9,64.3,58.7,4.5,38.6,6.7,70.1,Good
Nisha Pandey,ST1476,65.3,51.1,62.1,52.1,58.5,3.3,56.4,5.7,66.7,Average
Isha Malhotra,ST1477,80.2,88.2,86.8,70.9,67.4,5.9,87.5,6.9,95.4,Excellent
Amit Kapoor,ST1478,96.3,98.4,98.2,100.0,100.0,10.0,100.0,5.8,100.0,Excellent
Aman Yadav,ST1479,75.1,70.9,66.0,70.8,64.1,2.8,70.0,8.3,76.4,Good
Aditya Sinha,ST1480,50.1,61.1,78.3,73.8,54.0,3.6,73.7,7.6,83.4,Good
Shreya Kumar,ST1481,75.4,54.9,65.9,65.5,55.9,0.5,64.9,6.8,65.8,Average
Pranav Mishra,ST1482,90.0,57.0,50.4,56.4,71.5,3.0,48.3,6.8,71.6,Good
Priya Gupta,ST1483,95.8,85.8,68.2,100.0,96.0,5.1,78.4,7.1,100.0,Excellent
Meera Mishra,ST1484,65.3,41.5,56.0,60.0,61.8,2.3,31.8,6.9,62.1,Average
Avni Malhotra,ST1485,67.7,46.4,66.2,72.0,55.0,1.7,58.4,5.9,68.8,Average
Tanya Patel,ST1486,69.0,57.0,61.7,68.6,58.8,0.6,60.9,7.8,66.0,Average
Arjun Kapoor,ST1487,75.6,55.0,58.0,72.7,71.7,5.1,52.6,7.5,74.8,Good
Pranav Chauhan,ST1488,82.1,59.7,73.5,59.4,84.6,5.6,82.7,7.7,88.4,Excellent
Deepak Shah,ST1489,62.1,38.7,64.7,53.7,54.0,1.7,53.1,8.3,59.4,Average
Vikram Bansal,ST1490,81.5,48.4,62.4,68.1,74.1,0.5,46.5,6.7,69.6,Average
Pooja Sharma,ST1491,100.0,83.2,89.6,88.6,88.3,6.7,67.4,7.6,97.1,Excellent
Vikram Mishra,ST1492,72.4,61.0,66.1,82.0,58.0,5.3,88.3,5.8,81.7,Good
Deepak Yadav,ST1493,75.3,50.6,63.6,81.2,100.0,5.8,83.4,7.3,92.2,Excellent
Shreya Saxena,ST1494,75.9,64.3,76.1,62.4,54.8,2.9,64.4,6.5,65.4,Average
Aman Gupta,ST1495,88.9,72.6,89.6,95.5,65.0,5.3,95.9,7.4,92.6,Excellent
Sneha Malhotra,ST1496,56.0,44.4,51.2,51.4,34.7,1.3,52.9,5.9,45.1,At Risk
Rahul Joshi,ST1497,61.3,68.0,87.7,71.8,90.6,2.7,56.0,7.8,80.0,Good
Riya Chauhan,ST1498,84.6,73.3,49.9,90.3,87.2,2.9,58.1,6.5,82.1,Good
Vikram Joshi,ST1499,67.6,28.2,44.0,57.3,48.8,1.4,44.6,7.9,55.8,Average
Neha Mishra,ST1500,75.5,70.3,48.3,45.7,61.3,2.9,52.2,7.6,60.8,Average
Nikhil Sharma,ST1501,84.8,73.0,83.4,76.5,83.1,6.1,81.3,7.3,97.0,Excellent
Sneha Chauhan,ST1502,99.6,68.3,56.6,96.4,59.4,4.1,96.4,7.2,80.4,Good
Shreya Sharma,ST1503,84.2,67.4,90.9,76.6,93.8,5.5,100.0,5.8,96.6,Excellent
Vikram Kapoor,ST1504,76.9,58.0,70.0,76.6,74.2,2.2,46.5,8.8,74.2,Good
Mohit Kapoor,ST1505,57.8,80.7,64.1,57.2,50.1,0.9,67.9,7.4,64.8,Average
Aryan Joshi,ST1506,55.1,25.0,42.4,50.7,49.8,3.1,49.1,7.1,56.0,Average
Avni Pandey,ST1507,82.9,54.5,85.3,76.4,78.4,4.6,85.5,8.4,93.2,Excellent
Pranav Joshi,ST1508,85.4,82.2,83.4,97.4,79.0,3.0,75.8,6.4,97.7,Excellent
Shivam Pandey,ST1509,73.9,85.4,89.5,77.0,74.2,6.9,87.5,6.7,92.5,Excellent
Pooja Mishra,ST1510,97.4,86.4,85.0,67.5,86.1,6.2,70.7,7.0,90.3,Excellent
Tanya Verma,ST1511,88.5,77.0,70.3,95.2,67.8,5.8,100.0,6.7,94.2,Excellent
Anjali Bansal,ST1512,83.9,72.8,96.5,86.1,97.3,7.2,90.2,7.0,94.6,Excellent
Priya Verma,ST1513,62.7,52.0,70.9,74.1,65.3,2.4,74.4,6.7,75.4,Good
Priya Rana,ST1514,50.4,43.4,44.1,39.6,39.9,3.8,33.4,7.1,57.8,Average
Nisha Mehta,ST1515,88.1,95.5,81.0,80.1,78.1,2.5,70.0,7.4,95.6,Excellent
Ananya Sharma,ST1516,51.6,47.7,47.2,53.9,44.9,1.5,28.7,8.8,62.4,Average
Riya Mishra,ST1517,75.5,73.9,73.7,62.8,68.2,3.9,87.5,8.8,85.8,Excellent
Neha Bansal,ST1518,74.9,65.6,91.2,84.6,86.2,4.4,66.1,7.2,88.2,Excellent
